[2026-07-16T00:43:28.436377] [formula discrepancy] Company: COMP01, Year: 2010, Metric: ROCE, Computed: 6.00%, Benchmark: 15.00% (absolute threshold), Difference: 9.00%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP75, Year: 2020, Metric: Return on Equity, Computed: 45.54%, Pre-computed: 16.20%, Difference: 29.34%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP75, Year: 2021, Metric: Return on Equity, Computed: 50.97%, Pre-computed: 16.20%, Difference: 34.77%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP75, Year: 2022, Metric: Return on Equity, Computed: 57.06%, Pre-computed: 16.20%, Difference: 40.86%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.614153] [formula discrepancy] Company: COMP75, Year: 2023, Metric: Return on Equity, Computed: 63.91%, Pre-computed: 16.20%, Difference: 47.71%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2010, Metric: ROCE, Computed: 8.40%, Benchmark: 15.00% (absolute threshold), Difference: 6.60%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2011, Metric: ROCE, Computed: 8.32%, Benchmark: 15.00% (absolute threshold), Difference: 6.68%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2012, Metric: ROCE, Computed: 8.24%, Benchmark: 15.00% (absolute threshold), Difference: 6.76%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2013, Metric: ROCE, Computed: 8.16%, Benchmark: 15.00% (absolute threshold), Difference: 6.84%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2014, Metric: ROCE, Computed: 8.09%, Benchmark: 15.00% (absolute threshold), Difference: 6.91%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2015, Metric: ROCE, Computed: 8.01%, Benchmark: 15.00% (absolute threshold), Difference: 6.99%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2015, Metric: Return on Equity, Computed: 9.46%, Pre-computed: 16.25%, Difference: 6.79%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.621011] [data source issue] Company: COMP76, Metric: ROCE, Computed: 8.01% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2016, Metric: ROCE, Computed: 7.94%, Benchmark: 15.00% (absolute threshold), Difference: 7.06%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2016, Metric: Return on Equity, Computed: 9.37%, Pre-computed: 16.25%, Difference: 6.88%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2017, Metric: ROCE, Computed: 7.86%, Benchmark: 15.00% (absolute threshold), Difference: 7.14%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2017, Metric: Return on Equity, Computed: 9.28%, Pre-computed: 16.25%, Difference: 6.97%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2018, Metric: ROCE, Computed: 7.79%, Benchmark: 15.00% (absolute threshold), Difference: 7.21%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2018, Metric: Return on Equity, Computed: 9.19%, Pre-computed: 16.25%, Difference: 7.06%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2019, Metric: ROCE, Computed: 7.71%, Benchmark: 15.00% (absolute threshold), Difference: 7.29%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2019, Metric: Return on Equity, Computed: 9.11%, Pre-computed: 16.25%, Difference: 7.14%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2020, Metric: ROCE, Computed: 7.64%, Benchmark: 15.00% (absolute threshold), Difference: 7.36%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2020, Metric: Return on Equity, Computed: 9.02%, Pre-computed: 16.25%, Difference: 7.23%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2021, Metric: ROCE, Computed: 7.57%, Benchmark: 15.00% (absolute threshold), Difference: 7.43%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2021, Metric: Return on Equity, Computed: 8.93%, Pre-computed: 16.25%, Difference: 7.32%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2022, Metric: ROCE, Computed: 7.50%, Benchmark: 15.00% (absolute threshold), Difference: 7.50%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2022, Metric: Return on Equity, Computed: 8.85%, Pre-computed: 16.25%, Difference: 7.40%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2023, Metric: ROCE, Computed: 7.43%, Benchmark: 15.00% (absolute threshold), Difference: 7.57%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.621011] [formula discrepancy] Company: COMP76, Year: 2023, Metric: Return on Equity, Computed: 8.77%, Pre-computed: 16.25%, Difference: 7.48%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP77, Year: 2015, Metric: Return on Equity, Computed: 4.13%, Pre-computed: 16.30%, Difference: 12.17%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.623018] [data source issue] Company: COMP77, Metric: ROCE, Computed: 9.67% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP77, Year: 2016, Metric: Return on Equity, Computed: 4.18%, Pre-computed: 16.30%, Difference: 12.12%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP77, Year: 2017, Metric: Return on Equity, Computed: 4.24%, Pre-computed: 16.30%, Difference: 12.06%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP77, Year: 2018, Metric: Return on Equity, Computed: 4.29%, Pre-computed: 16.30%, Difference: 12.01%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP77, Year: 2019, Metric: Return on Equity, Computed: 4.35%, Pre-computed: 16.30%, Difference: 11.95%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP77, Year: 2020, Metric: Return on Equity, Computed: 4.41%, Pre-computed: 16.30%, Difference: 11.89%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP77, Year: 2021, Metric: Return on Equity, Computed: 4.47%, Pre-computed: 16.30%, Difference: 11.83%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP77, Year: 2022, Metric: Return on Equity, Computed: 4.53%, Pre-computed: 16.30%, Difference: 11.77%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP77, Year: 2023, Metric: Return on Equity, Computed: 4.60%, Pre-computed: 16.30%, Difference: 11.70%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP78, Year: 2010, Metric: ROCE, Computed: 8.41%, Benchmark: 15.00% (absolute threshold), Difference: 6.59%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP78, Year: 2011, Metric: ROCE, Computed: 8.97%, Benchmark: 15.00% (absolute threshold), Difference: 6.03%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP78, Year: 2012, Metric: ROCE, Computed: 9.56%, Benchmark: 15.00% (absolute threshold), Difference: 5.44%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP78, Year: 2013, Metric: ROCE, Computed: 10.19%, Benchmark: 15.00% (absolute threshold), Difference: 4.81%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP78, Year: 2014, Metric: ROCE, Computed: 10.86%, Benchmark: 15.00% (absolute threshold), Difference: 4.14%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP78, Year: 2015, Metric: ROCE, Computed: 11.58%, Benchmark: 15.00% (absolute threshold), Difference: 3.42%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.623018] [data source issue] Company: COMP78, Metric: ROCE, Computed: 11.58% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP78, Year: 2016, Metric: ROCE, Computed: 12.35%, Benchmark: 15.00% (absolute threshold), Difference: 2.65%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP78, Year: 2017, Metric: ROCE, Computed: 13.16%, Benchmark: 15.00% (absolute threshold), Difference: 1.84%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP78, Year: 2018, Metric: ROCE, Computed: 14.03%, Benchmark: 15.00% (absolute threshold), Difference: 0.97%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP78, Year: 2019, Metric: ROCE, Computed: 14.96%, Benchmark: 15.00% (absolute threshold), Difference: 0.04%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP78, Year: 2022, Metric: Return on Equity, Computed: 22.65%, Pre-computed: 16.35%, Difference: 6.30%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.623018] [formula discrepancy] Company: COMP78, Year: 2023, Metric: Return on Equity, Computed: 24.15%, Pre-computed: 16.35%, Difference: 7.80%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP79, Year: 2010, Metric: ROCE, Computed: 8.42%, Benchmark: 15.00% (absolute threshold), Difference: 6.58%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP79, Year: 2011, Metric: ROCE, Computed: 9.29%, Benchmark: 15.00% (absolute threshold), Difference: 5.71%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP79, Year: 2012, Metric: ROCE, Computed: 10.26%, Benchmark: 15.00% (absolute threshold), Difference: 4.74%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP79, Year: 2013, Metric: ROCE, Computed: 11.32%, Benchmark: 15.00% (absolute threshold), Difference: 3.68%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP79, Year: 2014, Metric: ROCE, Computed: 12.50%, Benchmark: 15.00% (absolute threshold), Difference: 2.50%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP79, Year: 2015, Metric: ROCE, Computed: 13.79%, Benchmark: 15.00% (absolute threshold), Difference: 1.21%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP79, Year: 2015, Metric: Return on Equity, Computed: 9.96%, Pre-computed: 16.40%, Difference: 6.44%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.627854] [data source issue] Company: COMP79, Metric: ROCE, Computed: 13.79% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP79, Year: 2016, Metric: Return on Equity, Computed: 10.99%, Pre-computed: 16.40%, Difference: 5.41%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP79, Year: 2023, Metric: Return on Equity, Computed: 21.95%, Pre-computed: 16.40%, Difference: 5.55%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP80, Year: 2010, Metric: ROCE, Computed: 8.42%, Benchmark: 15.00% (absolute threshold), Difference: 6.58%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP80, Year: 2011, Metric: ROCE, Computed: 9.62%, Benchmark: 15.00% (absolute threshold), Difference: 5.38%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP80, Year: 2012, Metric: ROCE, Computed: 10.98%, Benchmark: 15.00% (absolute threshold), Difference: 4.02%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP80, Year: 2013, Metric: ROCE, Computed: 12.53%, Benchmark: 15.00% (absolute threshold), Difference: 2.47%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP80, Year: 2014, Metric: ROCE, Computed: 14.30%, Benchmark: 15.00% (absolute threshold), Difference: 0.70%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP80, Year: 2015, Metric: Return on Equity, Computed: 25.70%, Pre-computed: 16.45%, Difference: 9.25%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.627854] [data source issue] Company: COMP80, Metric: ROCE, Computed: 16.33% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP80, Year: 2016, Metric: Return on Equity, Computed: 29.34%, Pre-computed: 16.45%, Difference: 12.89%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP80, Year: 2017, Metric: Return on Equity, Computed: 33.49%, Pre-computed: 16.45%, Difference: 17.04%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP80, Year: 2018, Metric: Return on Equity, Computed: 38.23%, Pre-computed: 16.45%, Difference: 21.78%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP80, Year: 2019, Metric: Return on Equity, Computed: 43.64%, Pre-computed: 16.45%, Difference: 27.19%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.627854] [formula discrepancy] Company: COMP80, Year: 2020, Metric: Return on Equity, Computed: 49.82%, Pre-computed: 16.45%, Difference: 33.37%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
